example_id,feature_id,section,subsection,feature_name,transcription_example,source_file,source_pages,notes
C018_EX4,C018,Согласные,Прочие особенности,Диссимиляция,[гд]ому – [ɣд]ому,4_TiPVDiLGRYa_Sogl.pdf,14,
C019_EX1,C019,Согласные,Прочие особенности,Отвердение конечных губных согласных,"се[м], кро[ф], голу[п]",4_TiPVDiLGRYa_Sogl.pdf,14,
C019_EX2,C019,Согласные,Прочие особенности,Отвердение конечных губных согласных,"се[м’], кро[ф’], голу[п’]",4_TiPVDiLGRYa_Sogl.pdf,14,
C020_EX1,C020,Согласные,Прочие особенности,Упрощение конечных групп согласных,"мо[ст], хво[ст], гво[с’т’]",4_TiPVDiLGRYa_Sogl.pdf,14,
C020_EX2,C020,Согласные,Прочие особенности,Упрощение конечных групп согласных,"мо[с], хво[с], гво[с’]",4_TiPVDiLGRYa_Sogl.pdf,14,
N001_EX1,N001,Морфология,Существительное,Категория рода,мая́ ме́ста,5_TiPVDiLGRYa_Morf_Sush.pdf,2-3,
N001_EX2,N001,Морфология,Существительное,Категория рода,большой стадо; больша́я село́,5_TiPVDiLGRYa_Morf_Sush.pdf,2-3,
N001_EX3,N001,Морфология,Существительное,Категория рода,моё дитятко; ласковое теля; бересто,5_TiPVDiLGRYa_Morf_Sush.pdf,2-3,
N001_EX4,N001,Морфология,Существительное,Категория рода,"мая́ училища; лебедь, мышь",5_TiPVDiLGRYa_Morf_Sush.pdf,2-3,
N002_EX1,N002,Морфология,Существительное,Образование форм множественного числа,"сноп[jа], куст[jа]",5_TiPVDiLGRYa_Morf_Sush.pdf,5,
N002_EX2,N002,Морфология,Существительное,Образование форм множественного числа,"берёз[jа], шуб[jа]",5_TiPVDiLGRYa_Morf_Sush.pdf,5,
N002_EX3,N002,Морфология,Существительное,Образование форм множественного числа,"зяти, браты",5_TiPVDiLGRYa_Morf_Sush.pdf,5,
N002_EX4,N002,Морфология,Существительное,Образование форм множественного числа,"ребёнки, телёнки, татарины",5_TiPVDiLGRYa_Morf_Sush.pdf,5,
N003_EX1,N003,Морфология,Существительное,"Отвлечённые, вещественные и собирательные существительные во мн. числе",какие суши настали!,5_TiPVDiLGRYa_Morf_Sush.pdf,5,
N003_EX2,N003,Морфология,Существительное,"Отвлечённые, вещественные и собирательные существительные во мн. числе",Радостей он принес,5_TiPVDiLGRYa_Morf_Sush.pdf,5,
N003_EX3,N003,Морфология,Существительное,"Отвлечённые, вещественные и собирательные существительные во мн. числе",овсы хорошие; горохам радуюсь,5_TiPVDiLGRYa_Morf_Sush.pdf,5,
N003_EX4,N003,Морфология,Существительное,"Отвлечённые, вещественные и собирательные существительные во мн. числе","те молодёжь, те холостёжь",5_TiPVDiLGRYa_Morf_Sush.pdf,5,
N004_EX1,N004,Морфология,Существительное,1-е склонение,"к жены, земли; о воды, земли",5_TiPVDiLGRYa_Morf_Sush.pdf,8,
N004_EX2,N004,Морфология,Существительное,1-е склонение,"у жене, земле",5_TiPVDiLGRYa_Morf_Sush.pdf,8,
N004_EX3,N004,Морфология,Существительное,1-е склонение,бабою / бабой / бабэй / бабуй,5_TiPVDiLGRYa_Morf_Sush.pdf,8,
N004_EX4,N004,Морфология,Существительное,1-е склонение,дерев[н’оj],5_TiPVDiLGRYa_Morf_Sush.pdf,8,
N005_EX1,N005,Морфология,Существительное,3-е склонение,из грязи / из грязе,5_TiPVDiLGRYa_Morf_Sush.pdf,9,
N005_EX2,N005,Морфология,Существительное,3-е склонение,к грязе,5_TiPVDiLGRYa_Morf_Sush.pdf,9,
N005_EX3,N005,Морфология,Существительное,3-е склонение,грязю,5_TiPVDiLGRYa_Morf_Sush.pdf,9,
N005_EX4,N005,Морфология,Существительное,3-е склонение,"грязjоj, -jуj, -еj, -уj, -оj",5_TiPVDiLGRYa_Morf_Sush.pdf,9,
N006_EX1,N006,Морфология,Существительное,Нерегулярное склонение,"време, времё, времю",5_TiPVDiLGRYa_Morf_Sush.pdf,10,
N006_EX2,N006,Морфология,Существительное,Нерегулярное склонение,"времем, времём, времим",5_TiPVDiLGRYa_Morf_Sush.pdf,10,
N006_EX3,N006,Морфология,Существительное,Нерегулярное склонение,"матерь, матеря, матере",5_TiPVDiLGRYa_Morf_Sush.pdf,10,
N006_EX4,N006,Морфология,Существительное,Нерегулярное склонение,"матерей, матерjу",5_TiPVDiLGRYa_Morf_Sush.pdf,10,
N007_EX1,N007,Морфология,Существительное,2-е склонение: родительный на -у,"из саду, нет забору",5_TiPVDiLGRYa_Morf_Sush.pdf,11,
N007_EX2,N007,Морфология,Существительное,2-е склонение: родительный на -у,без мужу живу,5_TiPVDiLGRYa_Morf_Sush.pdf,11,
N007_EX3,N007,Морфология,Существительное,2-е склонение: родительный на -у,"без сену, от полю",5_TiPVDiLGRYa_Morf_Sush.pdf,11,
N007_EX4,N007,Морфология,Существительное,2-е склонение: родительный на -у,"без сухарю́, без отцу́",5_TiPVDiLGRYa_Morf_Sush.pdf,11,
N008_EX1,N008,Морфология,Существительное,2-е склонение: предложный на -е / -у / -и,"в городу, на тра́хту́",5_TiPVDiLGRYa_Morf_Sush.pdf,12,
N008_EX2,N008,Морфология,Существительное,2-е склонение: предложный на -е / -у / -и,"o мужику́, о го́роду",5_TiPVDiLGRYa_Morf_Sush.pdf,12,
N008_EX3,N008,Морфология,Существительное,2-е склонение: предложный на -е / -у / -и,на столи́,5_TiPVDiLGRYa_Morf_Sush.pdf,12,
N008_EX4,N008,Морфология,Существительное,2-е склонение: предложный на -е / -у / -и,о медведи́,5_TiPVDiLGRYa_Morf_Sush.pdf,12,
N009_EX1,N009,Морфология,Существительное,Множественное число: дат. на -ом,по грехом,5_TiPVDiLGRYa_Morf_Sush.pdf,14,
N009_EX2,N009,Морфология,Существительное,Множественное число: дат. на -ом,по делом,5_TiPVDiLGRYa_Morf_Sush.pdf,14,
N009_EX3,N009,Морфология,Существительное,Множественное число: дат. на -ом,по глазом,5_TiPVDiLGRYa_Morf_Sush.pdf,14,
N010_EX1,N010,Морфология,Существительное,Множественное число: предл. на -ох,"лапоть, лошадь, гость, дочь",5_TiPVDiLGRYa_Morf_Sush.pdf,14,
N010_EX2,N010,Морфология,Существительное,Множественное число: предл. на -ох,"люди, дети, сани, сени",5_TiPVDiLGRYa_Morf_Sush.pdf,14,
N010_EX3,N010,Морфология,Существительное,Множественное число: предл. на -ох,о -ох у муж. и жен. рода,5_TiPVDiLGRYa_Morf_Sush.pdf,14,
N011_EX1,N011,Морфология,Существительное,Множественное число: творительный,"во́дыми, зе́млими, ко́ними, ба́бами",5_TiPVDiLGRYa_Morf_Sush.pdf,15-16,
N011_EX2,N011,Морфология,Существительное,Множественное число: творительный,"дома́ми, коня́ми, стола́ми",5_TiPVDiLGRYa_Morf_Sush.pdf,15-16,
N011_EX3,N011,Морфология,Существительное,Множественное число: творительный,"дома́мы, ба́бамы, стару́хамы",5_TiPVDiLGRYa_Morf_Sush.pdf,15-16,
N011_EX4,N011,Морфология,Существительное,Множественное число: творительный,"людьми, гусьми, слезми, свечми",5_TiPVDiLGRYa_Morf_Sush.pdf,15-16,
N012_EX1,N012,Морфология,Существительное,Множественное число: совпадение дат. и тв.,к ногам – с ногам,5_TiPVDiLGRYa_Morf_Sush.pdf,17,
N012_EX2,N012,Морфология,Существительное,Множественное число: совпадение дат. и тв.,к селам – с селам,5_TiPVDiLGRYa_Morf_Sush.pdf,17,
N013_EX1,N013,Морфология,Существительное,Множественное число: именительный,горожане / устюжа́на / крестьяны,5_TiPVDiLGRYa_Morf_Sush.pdf,18-20,
N013_EX2,N013,Морфология,Существительное,Множественное число: именительный,"сёла, окна, вёдра, дела́, места́",5_TiPVDiLGRYa_Morf_Sush.pdf,18-20,
N013_EX3,N013,Морфология,Существительное,Множественное число: именительный,"о́кны, вёдры, сёлы, гу́мны",5_TiPVDiLGRYa_Morf_Sush.pdf,18-20,
N013_EX4,N013,Морфология,Существительное,Множественное число: именительный,"леса́, столба́, города́; бровя́; шу́бья",5_TiPVDiLGRYa_Morf_Sush.pdf,18-20,
N014_EX1,N014,Морфология,Существительное,Множественное число: родительный,"яблоков, татаров, глазов",5_TiPVDiLGRYa_Morf_Sush.pdf,21-22,
N014_EX2,N014,Морфология,Существительное,Множественное число: родительный,"окнов, селов, кучов, свадьбов",5_TiPVDiLGRYa_Morf_Sush.pdf,21-22,
N014_EX3,N014,Морфология,Существительное,Множественное число: родительный,"лещов, плащов, конёв; мышов",5_TiPVDiLGRYa_Morf_Sush.pdf,21-22,
N014_EX4,N014,Морфология,Существительное,Множественное число: родительный,"молодцей, отцей, домох, стадох",5_TiPVDiLGRYa_Morf_Sush.pdf,21-22,
G001_EX1,G001,Морфология,Глагол,Формы 3-го лица ед. и мн. числа,"глядит, пишет, несёт",6_TiPVDiLGRYa_Morf_Glag.pdf,2,
G001_EX2,G001,Морфология,Глагол,Формы 3-го лица ед. и мн. числа,"ɣляди[т’], пише[т’], несё[т’]",6_TiPVDiLGRYa_Morf_Glag.pdf,2,
G001_EX3,G001,Морфология,Глагол,Формы 3-го лица ед. и мн. числа,"гляди, пише, несё",6_TiPVDiLGRYa_Morf_Glag.pdf,2,
G001_EX4,G001,Морфология,Глагол,Формы 3-го лица ед. и мн. числа,"ɣлядя, пишу[т’], несу[т’]",6_TiPVDiLGRYa_Morf_Glag.pdf,2,
G002_EX1,G002,Морфология,Глагол,Формы 2 и 3 л. ед. ч. и 1 и 2 л. мн. ч.,"ты не[с’е]шь, мы не[с’е]м",6_TiPVDiLGRYa_Morf_Glag.pdf,3,
G002_EX2,G002,Морфология,Глагол,Формы 2 и 3 л. ед. ч. и 1 и 2 л. мн. ч.,"он не[с’е]т, вы не[с’е]те",6_TiPVDiLGRYa_Morf_Glag.pdf,3,
G002_EX3,G002,Морфология,Глагол,Формы 2 и 3 л. ед. ч. и 1 и 2 л. мн. ч.,мы не[с’о]м,6_TiPVDiLGRYa_Morf_Glag.pdf,3,
G002_EX4,G002,Морфология,Глагол,Формы 2 и 3 л. ед. ч. и 1 и 2 л. мн. ч.,он не[с’о]т,6_TiPVDiLGRYa_Morf_Glag.pdf,3,
G003_EX1,G003,Морфология,Глагол,Формы 2 л. мн. ч.,несетё,6_TiPVDiLGRYa_Morf_Glag.pdf,4,
G003_EX2,G003,Морфология,Глагол,Формы 2 л. мн. ч.,несе[т’е́],6_TiPVDiLGRYa_Morf_Glag.pdf,4,
G004_EX1,G004,Морфология,Глагол,Формы 1 л. ед. и мн. ч.,я не знай,6_TiPVDiLGRYa_Morf_Glag.pdf,4,
G004_EX2,G004,Морфология,Глагол,Формы 1 л. ед. и мн. ч.,несёмо,6_TiPVDiLGRYa_Morf_Glag.pdf,4,
G004_EX3,G004,Морфология,Глагол,Формы 1 л. ед. и мн. ч.,знаема,6_TiPVDiLGRYa_Morf_Glag.pdf,4,
G005_EX1,G005,Морфология,Глагол,Основы глаголов,"пахают, брехают, стонают, дремают",6_TiPVDiLGRYa_Morf_Glag.pdf,5,
G005_EX2,G005,Морфология,Глагол,Основы глаголов,"ездиют, лазиют, мериют, требовают",6_TiPVDiLGRYa_Morf_Glag.pdf,5,
G005_EX3,G005,Морфология,Глагол,Основы глаголов,умолк / умолкнул – умолкнут,6_TiPVDiLGRYa_Morf_Glag.pdf,5,
G006_EX1,G006,Морфология,Глагол,Чередования в основах глаголов,не[с]у – не[с’]ёшь,6_TiPVDiLGRYa_Morf_Glag.pdf,6,
G006_EX2,G006,Морфология,Глагол,Чередования в основах глаголов,бере[г]у – бере[ж]ёшь; пе[к]у – пе[ч’]ёшь,6_TiPVDiLGRYa_Morf_Glag.pdf,6,
G006_EX3,G006,Морфология,Глагол,Чередования в основах глаголов,пе[к’]у / пе[к]ошь,6_TiPVDiLGRYa_Morf_Glag.pdf,6,
G006_EX4,G006,Морфология,Глагол,Чередования в основах глаголов,лю[б’]ят – лю[бл’]ю / лю[б’]ю,6_TiPVDiLGRYa_Morf_Glag.pdf,6,
G007_EX1,G007,Морфология,Глагол,Формы будущего времени,"иму делать, имел делать",6_TiPVDiLGRYa_Morf_Glag.pdf,7,
G007_EX2,G007,Морфология,Глагол,Формы будущего времени,Лён имём связывать,6_TiPVDiLGRYa_Morf_Glag.pdf,7,
G007_EX3,G007,Морфология,Глагол,Формы будущего времени,помирать хочу; захворать хочете,6_TiPVDiLGRYa_Morf_Glag.pdf,7,
G007_EX4,G007,Морфология,Глагол,Формы будущего времени,Почну реветь,6_TiPVDiLGRYa_Morf_Glag.pdf,7,
G008_EX1,G008,Морфология,Глагол,Формы спряжения,пи[шъш] – ды[шъш],6_TiPVDiLGRYa_Morf_Glag.pdf,8,
G008_EX2,G008,Морфология,Глагол,Формы спряжения,пи[шът] – ды[шът],6_TiPVDiLGRYa_Morf_Glag.pdf,8,
G008_EX3,G008,Морфология,Глагол,Формы спряжения,"играшь, играт, играм",6_TiPVDiLGRYa_Morf_Glag.pdf,8,
G008_EX4,G008,Морфология,Глагол,Формы спряжения,"умешь, умет, умем",6_TiPVDiLGRYa_Morf_Glag.pdf,8,
G009_EX1,G009,Морфология,Глагол,Формы прошедшего времени,подохл,6_TiPVDiLGRYa_Morf_Glag.pdf,9,
G009_EX2,G009,Морфология,Глагол,Формы прошедшего времени,пришел есть; ушел есть,6_TiPVDiLGRYa_Morf_Glag.pdf,9,
G009_EX3,G009,Морфология,Глагол,Формы прошедшего времени,Я е опухла; Она была с дочерью жила,6_TiPVDiLGRYa_Morf_Glag.pdf,9,
G009_EX4,G009,Морфология,Глагол,Формы прошедшего времени,бра́ла / брала́; ви́ла / вила́,6_TiPVDiLGRYa_Morf_Glag.pdf,9,
G010_EX1,G010,Морфология,Глагол,Наклонение и вид,"броси, сяди, встани",6_TiPVDiLGRYa_Morf_Glag.pdf,10-11,
G010_EX2,G010,Морфология,Глагол,Наклонение и вид,"посоль, отгонь, глянь, положь, напой, подь",6_TiPVDiLGRYa_Morf_Glag.pdf,10-11,
G010_EX3,G010,Морфология,Глагол,Наклонение и вид,"стрелять – стрелить; думать – сдумать, удумать",6_TiPVDiLGRYa_Morf_Glag.pdf,10-11,
G010_EX4,G010,Морфология,Глагол,Наклонение и вид,бегивал; крашивал; стреконуть; хлебануть,6_TiPVDiLGRYa_Morf_Glag.pdf,10-11,
G011_EX1,G011,Морфология,Глагол,Возвратные формы,"боялса, боялсы, боялсэ",6_TiPVDiLGRYa_Morf_Glag.pdf,12-13,
G011_EX2,G011,Морфология,Глагол,Возвратные формы,"боялся, болси, боялсе",6_TiPVDiLGRYa_Morf_Glag.pdf,12-13,
G011_EX3,G011,Морфология,Глагол,Возвратные формы,"боюся, боитеся / боюсь, боитесь",6_TiPVDiLGRYa_Morf_Glag.pdf,12-13,
G011_EX4,G011,Морфология,Глагол,Возвратные формы,"бои[с’:а], бои[с:а], бои[ш:а]",6_TiPVDiLGRYa_Morf_Glag.pdf,12-13,
G012_EX1,G012,Морфология,Глагол,Формы инфинитива,"нести́, печи́, ходи́ти, бере́чи",6_TiPVDiLGRYa_Morf_Glag.pdf,14,
G012_EX2,G012,Морфология,Глагол,Формы инфинитива,"несть, печь, месть, гресть",6_TiPVDiLGRYa_Morf_Glag.pdf,14,
G012_EX3,G012,Морфология,Глагол,Формы инфинитива,"берегти, пекти, гребти",6_TiPVDiLGRYa_Morf_Glag.pdf,14,
G012_EX4,G012,Морфология,Глагол,Формы инфинитива,"гребсти, печти",6_TiPVDiLGRYa_Morf_Glag.pdf,14,
P001_EX1,P001,Морфология,Причастие и деепричастие,Формы причастий страдательного залога прошедшего времени,"собрато, оторвато",7_TiPVDiLGRYa_Morf_Prich.pdf,2,
P001_EX2,P001,Морфология,Причастие и деепричастие,Формы причастий страдательного залога прошедшего времени,"наколоно, распорено",7_TiPVDiLGRYa_Morf_Prich.pdf,2,
P001_EX3,P001,Морфология,Причастие и деепричастие,Формы причастий страдательного залога прошедшего времени,"положон, лечоный",7_TiPVDiLGRYa_Morf_Prich.pdf,2,
P002_EX1,P002,Морфология,Причастие и деепричастие,Деепричастия на -учи,идучи,7_TiPVDiLGRYa_Morf_Prich.pdf,3,
P002_EX2,P002,Морфология,Причастие и деепричастие,Деепричастия на -учи,крадучи,7_TiPVDiLGRYa_Morf_Prich.pdf,3,
P003_EX1,P003,Морфология,Причастие и деепричастие,Деепричастия на -ши / -вши,"принесши, легши, привыкши",7_TiPVDiLGRYa_Morf_Prich.pdf,3,
P003_EX2,P003,Морфология,Причастие и деепричастие,Деепричастия на -ши / -вши,"одевши, лечивши",7_TiPVDiLGRYa_Morf_Prich.pdf,3,
P004_EX1,P004,Морфология,Причастие и деепричастие,Огласовка суффикса деепричастий,одевши,7_TiPVDiLGRYa_Morf_Prich.pdf,3,
P004_EX2,P004,Морфология,Причастие и деепричастие,Огласовка суффикса деепричастий,одемши,7_TiPVDiLGRYa_Morf_Prich.pdf,3,
P004_EX3,P004,Морфология,Причастие и деепричастие,Огласовка суффикса деепричастий,одетши,7_TiPVDiLGRYa_Morf_Prich.pdf,3,
P004_EX4,P004,Морфология,Причастие и деепричастие,Огласовка суффикса деепричастий,оделши,7_TiPVDiLGRYa_Morf_Prich.pdf,3,
P005_EX1,P005,Морфология,Причастие и деепричастие,Формы деепричастий от основы прош. времени глагола идти,ушодцы,7_TiPVDiLGRYa_Morf_Prich.pdf,3,
P005_EX2,P005,Морфология,Причастие и деепричастие,Формы деепричастий от основы прош. времени глагола идти,ушодчи,7_TiPVDiLGRYa_Morf_Prich.pdf,3,
P005_EX3,P005,Морфология,Причастие и деепричастие,Формы деепричастий от основы прош. времени глагола идти,"ушодши, ушовши",7_TiPVDiLGRYa_Morf_Prich.pdf,3,
P005_EX4,P005,Морфология,Причастие и деепричастие,Формы деепричастий от основы прош. времени глагола идти,"ушолши, ушомши",7_TiPVDiLGRYa_Morf_Prich.pdf,3,
P006_EX1,P006,Морфология,Причастие и деепричастие,Причастие как часть сказуемого,Корова напоеная,7_TiPVDiLGRYa_Morf_Prich.pdf,4,
P006_EX2,P006,Морфология,Причастие и деепричастие,Причастие как часть сказуемого,Дом построеный,7_TiPVDiLGRYa_Morf_Prich.pdf,4,
P007_EX1,P007,Морфология,Причастие и деепричастие,Координация причастного сказуемого,Корова напоён. Сено скошен.,7_TiPVDiLGRYa_Morf_Prich.pdf,5,
P007_EX2,P007,Морфология,Причастие и деепричастие,Координация причастного сказуемого,Корову напоёно. Воду принесёно. Воды принесён.,7_TiPVDiLGRYa_Morf_Prich.pdf,5,
P007_EX3,P007,Морфология,Причастие и деепричастие,Координация причастного сказуемого,Козами съедено. У коз съедено. У ребят убрано.,7_TiPVDiLGRYa_Morf_Prich.pdf,5,
P007_EX4,P007,Морфология,Причастие и деепричастие,Координация причастного сказуемого,Весной не едено. Здесь не хожено.,7_TiPVDiLGRYa_Morf_Prich.pdf,5,
P008_EX1,P008,Морфология,Причастие и деепричастие,Деепричастие-сказуемое с перфектным значением,Она поевши,7_TiPVDiLGRYa_Morf_Prich.pdf,6,
P008_EX2,P008,Морфология,Причастие и деепричастие,Деепричастие-сказуемое с перфектным значением,Он уехавши,7_TiPVDiLGRYa_Morf_Prich.pdf,6,
P008_EX3,P008,Морфология,Причастие и деепричастие,Деепричастие-сказуемое с перфектным значением,Мы всё съевши,7_TiPVDiLGRYa_Morf_Prich.pdf,6,
P008_EX4,P008,Морфология,Причастие и деепричастие,Деепричастие-сказуемое с перфектным значением,Она всё убравши,7_TiPVDiLGRYa_Morf_Prich.pdf,6,
